,번호,발생시각,규모,깊이(km),최대진도,위도,경도,위치
296,779,2019-09-26 02:57:31,2.3,8,Ⅰ,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
297,778,2019-09-22 11:07:27,3.3,17,Ⅱ,34.16,125.16,전남 신안군 흑산도 남남서쪽 62km 해역
299,776,2019-09-19 18:19:05,2.6,6,Ⅰ,33.65,124.99,전남 신안군 흑산도 남남서쪽 120km 해역
300,775,2019-09-11 04:52:07,2.0,9,Ⅰ,38.13,127.09,경기 연천군 북북동쪽 4km 지역
301,774,2019-09-07 23:38:06,2.0,14,Ⅰ,35.48,129.54,울산 동구 동남동쪽 12km 해역
303,772,2019-08-28 14:22:29,2.5,26,Ⅰ,36.24,130.01,경북 영덕군 동남동쪽 61km 해역
304,771,2019-08-23 19:50:48,2.7,7,Ⅲ,37.96,124.69,인천 옹진군 백령도 북동쪽 1km 지역
305,770,2019-08-20 10:34:52,2.8,22,Ⅰ,33.57,124.81,전남 신안군 흑산도 남남서쪽 135km 해역
306,769,2019-08-11 18:19:50,2.1,10,Ⅰ,37.97,124.63,인천 옹진군 백령도 서북서쪽 5km 지역
307,768,2019-08-10 22:45:57,2.3,18,Ⅰ,33.78,126.92,전남 여수시 거문도 남서쪽 45km 해역
309,766,2019-07-30 05:45:15,2.1,6,Ⅱ,35.00,128.30,경남 고성군 북서쪽 4km 지역
310,765,2019-07-25 01:46:09,2.8,13,Ⅰ,37.35,129.84,경북 울진군 북동쪽 56km 해역
311,764,2019-07-22 01:15:45,2.0,13,Ⅰ,35.82,125.56,전북 군산시 어청도 남서쪽 50km 해역
312,763,2019-07-21 11:04:18,3.9,14,Ⅳ,36.50,128.10,경북 상주시 북북서쪽 11km 지역
313,762,2019-07-20 00:38:40,2.0,15,Ⅰ,36.33,128.08,경북 상주시 남서쪽 11km 지역
315,760,2019-07-08 14:04:44,2.2,20,Ⅰ,37.89,129.55,강원 동해시 북동쪽 56km 해역
316,759,2019-07-02 20:51:51,2.7,21,Ⅰ,35.88,129.69,경북 포항시 남구 동남동쪽 33km 해역
320,755,2019-06-23 18:41:15,2.4,16,Ⅲ,36.69,128.41,경북 예천군 북서쪽 5km 지역
326,749,2019-06-15 22:07:11,2.2,21,Ⅲ,35.71,126.36,전북 부안군 서쪽 34km 해역
327,748,2019-06-11 23:18:53,2.5,19,Ⅲ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
330,745,2019-05-13 23:50:38,2.4,17,Ⅰ,33.35,127.17,제주 서귀포시 동쪽 58km 해역
331,744,2019-05-10 16:05:58,2.0,12,Ⅰ,36.56,129.64,경북 영덕군 동북동쪽 29km 해역
332,743,2019-05-05 16:57:04,2.1,18,Ⅰ,36.55,129.54,경북 영덕군 북동쪽 22km 해역
333,742,2019-05-04 05:43:15,2.4,6,Ⅰ,37.42,124.56,인천 옹진군 백령도 남쪽 60km 해역
334,741,2019-04-27 01:10:06,2.5,17,Ⅰ,33.79,126.09,제주 제주시 북서쪽 52km 해역
335,740,2019-04-22 05:45:19,3.8,21,Ⅲ,36.86,129.80,경북 울진군 동남동쪽 38km 해역
336,739,2019-04-19 11:16:43,4.3,32,Ⅳ,37.88,129.54,강원 동해시 북동쪽 54km 해역
337,738,2019-03-28 16:21:56,2.2,16,Ⅰ,33.62,126.94,제주 제주시 동북동쪽 40km 해역
338,737,2019-03-21 07:13:35,2.7,6,Ⅰ,37.56,125.20,인천 옹진군 연평도 서남서쪽 45km 해역
341,734,2019-03-17 19:28:00,2.3,13,Ⅱ,36.34,127.87,충북 옥천군 동쪽 27km 지역
342,733,2019-03-13 12:20:20,2.4,13,Ⅰ,33.63,126.93,제주 제주시 동북동쪽 40km 해역
343,732,2019-03-11 04:27:00,2.4,15,Ⅰ,33.47,126.40,제주 제주시 서남서쪽 13km 지역
344,731,2019-03-09 15:06:45,2.0,12,Ⅱ,36.82,128.73,경북 봉화군 남쪽 8km 지역
346,729,2019-02-27 21:22:35,2.2,12,Ⅰ,37.31,124.74,인천 옹진군 백령도 남쪽 72km 해역
347,728,2019-02-25 09:30:34,2.9,10,Ⅲ,36.77,129.03,경북 영양군 북북서쪽 14km 지역
348,727,2019-02-20 22:14:47,2.9,14,Ⅰ,36.51,125.50,충남 태안군 서격렬비도 남남서쪽 12km 해역
349,726,2019-02-18 05:33:10,2.4,19,Ⅱ,36.72,128.41,경북 예천군 북북서쪽 8km 지역
350,725,2019-02-17 22:19:01,2.6,12,Ⅲ,33.29,126.25,제주 서귀포시 서쪽 29km 지역
352,723,2019-02-10 14:12:38,2.5,21,Ⅰ,36.16,129.85,경북 포항시 북구 동북동쪽 45km 해역
353,722,2019-02-10 12:53:38,4.1,21,Ⅲ,36.16,129.90,경북 포항시 북구 동북동쪽 50km 해역
354,721,2019-01-31 19:57:45,2.2,19,Ⅰ,36.53,129.66,경북 영덕군 동북동쪽 29km 해역
355,720,2019-01-17 21:34:02,2.7,17,Ⅰ,33.94,127.62,전남 여수시 거문도 동남동쪽 30km 해역
356,719,2019-01-13 21:09:20,2.0,17,Ⅲ,37.02,127.93,충북 충주시 북쪽 3km 지역
357,718,2019-01-10 05:31:05,2.5,17,Ⅳ,35.79,129.20,경북 경주시 남남서쪽 5km 지역
358,717,2019-01-09 03:10:23,3.7,18,Ⅰ,37.37,124.23,인천 옹진군 백령도 남남서쪽 76km 해역
359,716,2019-01-02 13:12:27,2.2,5,Ⅰ,36.77,128.31,경북 문경시 북북동쪽 23km 지역
361,714,2019-01-01 06:49:51,3.1,19,Ⅲ,36.53,129.66,경북 영덕군 동북동쪽 29km 해역
362,713,2018-12-27 03:10:48,2.0,5,Ⅱ,36.99,128.89,경북 봉화군 북동쪽 18km 지역
363,712,2018-12-21 16:06:12,2.7,12,Ⅲ,35.76,127.95,경남 거창군 북북동쪽 9km 지역
364,711,2018-12-20 13:23:24,2.0,21,Ⅰ,35.88,129.69,경북 포항시 남구 동남동쪽 33km 해역
365,710,2018-12-17 02:16:27,2.2,20,Ⅱ,36.53,129.65,경북 영덕군 동북동쪽 28km 해역
366,709,2018-12-12 03:43:04,2.1,12,Ⅰ,35.72,126.78,전북 부안군 동남동쪽 4km 지역
367,708,2018-12-09 14:06:18,2.2,19,Ⅱ,35.86,129.69,경북 포항시 남구 동남동쪽 34km 해역
368,707,2018-12-08 04:16:41,2.4,17,Ⅰ,36.31,128.25,경북 구미시 북북서쪽 23km 지역
369,706,2018-12-05 08:28:20,2.5,17,Ⅰ,36.45,129.62,경북 영덕군 동쪽 23km 해역
370,705,2018-12-05 08:01:08,2.1,17,Ⅰ,36.45,129.62,경북 영덕군 동쪽 23km 해역
371,704,2018-11-29 14:52:39,2.1,17,Ⅰ,37.32,129.69,경북 울진군 북동쪽 44km 해역
372,703,2018-11-29 03:05:23,3.3,13,Ⅰ,34.94,124.53,전남 신안군 흑산도 서북서쪽 92km 해역
373,702,2018-11-25 23:27:27,2.1,12,Ⅰ,33.15,126.09,제주 서귀포시 서남서쪽 45km 해역
376,699,2018-11-22 18:36:18,2.2,19,Ⅰ,35.91,129.71,경북 포항시 남구 동남동쪽 33km 해역
377,698,2018-11-20 14:10:27,2.3,17,Ⅰ,33.52,127.29,전남 여수시 거문도 남쪽 57km 해역
378,697,2018-11-19 03:34:49,2.1,19,,36.42,127.30,대전 유성구 북서쪽 8km 지역
381,694,2018-11-04 17:04:44,2.5,15,Ⅱ,36.08,128.25,경북 김천시 동남동쪽 14km 지역
382,693,2018-10-25 05:53:46,2.3,16,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
384,691,2018-10-22 12:09:26,2.1,11,Ⅰ,35.61,124.94,전북 군산시 어청도 서남서쪽 109km 해역
385,690,2018-10-20 01:22:40,2.6,-,Ⅰ,37.26,129.96,경북 울진군 동북동쪽 58km 해역
386,689,2018-10-17 03:14:44,2.0,14,Ⅱ,36.16,127.30,충남 논산시 동쪽 18km 지역
387,688,2018-10-14 14:46:03,2.4,-,Ⅰ,37.49,124.58,인천 옹진군 백령도 남쪽 52km 해역
390,685,2018-09-25 04:05:47,2.5,16,Ⅰ,33.46,125.80,제주 제주시 서쪽 68km 해역
392,683,2018-09-17 10:52:48,2.4,12,Ⅱ,36.05,129.69,경북 포항시 북구 동쪽 29km 해역
393,682,2018-09-15 21:45:44,2.4,-,Ⅰ,37.07,129.91,경북 울진군 동쪽 46km 해역
394,681,2018-09-14 09:08:13,2.2,14,Ⅱ,36.78,128.36,경북 문경시 북동쪽 26km 지역
395,680,2018-08-29 05:01:29,2.5,11,Ⅰ,37.00,129.32,경북 울진군 서쪽 7km 지역
396,679,2018-08-24 21:28:24,2.1,18,Ⅰ,34.33,127.42,전남 고흥군 남남동쪽 34km 해역
398,677,2018-08-15 03:02:02,2.5,26,Ⅰ,37.27,130.63,경북 울릉군 울릉도 남서쪽 34km 해역
399,676,2018-08-10 21:41:19,2.4,-,Ⅰ,33.21,127.53,제주 서귀포시 동쪽 90km 해역
400,675,2018-08-09 00:23:08,2.1,-,Ⅰ,37.03,125.27,충남 태안군 서격렬비도 북북서쪽 53km 해역
401,674,2018-08-09 00:21:24,2.1,-,Ⅰ,37.03,125.30,충남 태안군 서격렬비도 북북서쪽 51km 해역
402,673,2018-07-22 13:59:11,2.9,13,Ⅰ,33.41,125.91,제주 제주시 서쪽 58km 해역
403,672,2018-07-21 23:30:47,2.2,13,Ⅱ,34.47,127.25,전남 고흥군 남남서쪽 16km 해역
404,671,2018-07-20 12:29:33,2.3,21,Ⅰ,35.84,129.79,경북 포항시 남구 동남동쪽 43km 해역
405,670,2018-07-20 12:14:33,2.4,20,Ⅰ,36.01,126.16,전북 군산시 어청도 남동쪽 21km 해역
406,669,2018-07-19 05:52:11,2.5,23,Ⅰ,35.83,129.80,경북 포항시 남구 동남동쪽 44km 해역
407,668,2018-07-17 20:19:12,2.7,-,Ⅳ,35.91,127.81,전북 무주군 남동쪽 17km 지역
408,667,2018-07-04 04:39:40,2.1,10,,37.30,127.70,경기 여주시 동쪽 6km 지역
409,666,2018-07-01 15:33:22,2.2,18,,37.63,129.48,강원 삼척시 북동쪽 34km 해역
410,665,2018-06-28 21:03:26,2.2,-,,36.99,125.25,충남 태안군 서격렬비도 북북서쪽 50km 해역
411,664,2018-06-28 18:43:00,2.7,9,Ⅲ,38.18,127.34,강원 철원군 북북동쪽 4km 지역
412,663,2018-06-20 23:06:49,2.1,14,,34.90,124.81,전남 신안군 흑산면 서북서쪽 66km 해역
413,662,2018-06-16 21:05:25,2.3,-,,37.19,129.08,강원 삼척시 남남서쪽 30km 지역
414,661,2018-06-15 11:10:02,2.1,14,,36.39,128.49,경북 의성군 서북서쪽 19km 지역
415,660,2018-06-09 17:38:46,2.3,18,Ⅰ,35.87,129.73,경북 포항시 남구 동남동쪽 37km 해역
417,658,2018-05-31 00:13:22,2.6,17,,36.22,129.38,경북 포항시 북구 북쪽 20km 지역
418,657,2018-05-22 00:12:41,2.2,18,,36.37,129.49,경북 영덕군 동남동쪽 12km 해역
419,656,2018-05-20 13:58:31,2.0,10,,34.16,125.61,전남 신안군 흑산면 남남동쪽 56km 해역
420,655,2018-05-14 02:07:38,2.5,16,,33.62,125.58,제주 제주시 고산 서북서쪽 65km 해역
421,654,2018-05-07 01:52:08,2.0,16,,36.72,128.37,경북 예천군 북서쪽 10km 지역
422,653,2018-05-04 19:20:49,2.0,12,,36.10,127.70,충북 영동군 남서쪽 11km 지역
423,652,2018-05-02 12:34:36,2.5,11,,36.56,127.63,충북 보은군 북서쪽 11km 지역
424,651,2018-05-01 19:09:05,2.0,15,,35.77,129.20,경북 경주시 남쪽 8km 지역
425,650,2018-04-24 05:20:32,2.5,10,,37.06,125.92,인천 옹진군 덕적도 남서쪽 27km 해역
426,649,2018-04-23 13:10:21,2.4,17,,33.21,126.40,제주 서귀포시 서남서쪽 16km 해역
428,647,2018-04-09 12:15:40,2.4,16,,35.76,129.19,경북 경주시 남남서쪽 8km 지역
429,646,2018-04-06 21:09:11,2.6,24,,36.08,129.82,경북 포항시 북구 동쪽 41km 해역
430,645,2018-03-31 00:20:12,2.0,8,,36.10,129.36,경북 포항시 북구 북쪽 7km 지역
431,644,2018-03-26 09:40:39,2.7,-,,37.78,124.84,인천 백령도 남동쪽 24km 해역
432,643,2018-03-16 18:02:47,2.7,12,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
433,642,2018-03-16 00:23:23,2.0,6,,36.98,128.42,충북 단양군 동남동쪽 5km 지역
434,641,2018-03-10 01:31:39,2.8,6,,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
435,640,2018-03-09 18:05:37,2.2,7,,36.95,126.45,충남 서산시 북쪽 18km 지역
436,639,2018-03-08 23:38:41,2.0,17,,35.31,127.32,전남 곡성군 북동쪽 4km 지역
437,638,2018-03-08 23:16:47,2.0,15,,35.30,127.33,전남 곡성군 동북동쪽 4km 지역
438,637,2018-03-04 00:52:47,2.6,9,,38.13,130.33,경북 울릉군 북서쪽 88km 해역
439,636,2018-02-27 13:14:45,2.4,13,,37.09,124.87,충남 태안군 서격렬비도 북서쪽 80km 해역
440,635,2018-02-26 11:06:57,2.5,6,,34.52,125.32,전남 신안군 흑산면 남서쪽 20km 해역
441,634,2018-02-26 02:23:03,2.4,16,,33.97,126.87,전남 완도군 남남동쪽 39km 해역
442,633,2018-02-18 03:34:27,2.4,9,,36.07,129.33,경북 포항시 북구 북서쪽 4km 지역
443,632,2018-02-17 23:38:56,2.2,10,,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
444,631,2018-02-17 21:31:18,2.6,8,,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
445,630,2018-02-17 18:35:48,2.0,12,,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
447,628,2018-02-13 10:32:10,2.5,10,,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
448,627,2018-02-13 06:30:12,2.6,9,,36.07,129.33,경북 포항시 북구 북서쪽 5km 지역
449,626,2018-02-11 12:49:37,2.4,16,,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
450,625,2018-02-11 12:14:28,2.1,9,,36.08,129.32,경북 포항시 북구 북서쪽 6km 지역
451,624,2018-02-11 08:11:38,2.1,13,,36.08,129.34,경북 포항시 북구 북북서쪽 5km 지역
452,623,2018-02-11 05:38:06,2.1,10,,36.09,129.32,경북 포항시 북구 북서쪽 7km 지역
453,622,2018-02-11 05:18:56,2.1,8,,36.07,129.32,경북 포항시 북구 북서쪽 5km 지역
454,621,2018-02-11 05:14:05,2.2,10,,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
455,620,2018-02-11 05:12:06,2.2,11,,36.07,129.34,경북 포항시 북구 북서쪽 4km 지역
456,619,2018-02-11 05:07:23,2.5,12,,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
457,618,2018-02-11 05:03:03,4.6,14,,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
458,617,2018-02-10 01:32:38,2.4,10,,36.60,125.76,충남 태안군 서격렬비도 동쪽 20km 해역
459,616,2018-02-09 00:43:45,2.5,-,,33.92,125.22,전남 신안군 흑산면 남남서쪽 85km 해역
460,615,2018-02-08 09:56:49,2.7,9,,35.10,124.99,전남 신안군 흑산면 북서쪽 67km 해역
463,612,2018-02-06 09:18:33,2.5,12,,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
464,611,2018-02-04 22:20:35,2.3,8,,36.06,129.31,경북 포항시 북구 서북서쪽 5km 지역
465,610,2018-02-04 18:50:25,2.8,14,,36.37,127.62,충북 옥천군 북북동쪽 8km 지역
466,609,2018-02-04 15:43:38,2.1,7,,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
467,608,2018-02-03 12:35:01,2.6,19,,33.77,127.40,전남 여수시 거문도 남남동쪽 30km 해역
468,607,2018-02-03 11:12:18,2.0,6,,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
469,606,2018-02-02 12:21:12,2.9,9,,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
471,604,2018-01-24 01:25:17,2.4,16,,34.32,127.32,전남 여수시 거문도 북쪽 32km 해역
472,603,2018-01-10 18:42:59,2.0,20,,36.26,127.34,대전 서구 남남서쪽 12km 지역
473,602,2018-01-09 16:17:51,2.1,20,,33.98,127.11,전남 여수시 거문도 서남서쪽 19km 해역
475,600,2018-01-01 19:11:53,2.0,8,,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
477,598,2017-12-30 19:44:13,2.0,17,,35.76,129.17,경북 경주시 남남서쪽 9km 지역
478,597,2017-12-29 17:40:22,2.1,10,,36.11,129.34,경북 포항시 북구 북북서쪽 8km 지역
479,596,2017-12-27 19:42:44,2.3,8,,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
480,595,2017-12-27 19:27:45,2.8,8,,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
481,594,2017-12-26 04:05:46,2.2,6,,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
482,593,2017-12-25 16:32:02,2.1,8,,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
483,592,2017-12-25 16:19:22,3.5,10,,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
485,590,2017-12-21 12:01:12,2.0,5,,36.72,128.01,경북 문경시 북서쪽 21km 지역
486,589,2017-12-20 19:22:34,2.3,18,,36.09,125.64,충남 태안군 서격렬비도 남쪽 57km 해역
487,588,2017-12-19 13:34:28,2.1,7,,35.77,129.42,경북 경주시 동남동쪽 20km 지역
489,586,2017-12-09 16:15:37,2.3,23,,35.61,129.99,울산 동구 동북동쪽 54km 해역
492,583,2017-12-09 02:39:18,2.3,9,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
493,582,2017-12-09 01:49:59,2.2,8,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
495,580,2017-12-05 21:19:32,2.1,11,,36.02,129.45,경북 포항시 남구 동쪽 9km 해역
496,579,2017-12-04 21:55:47,2.5,21,,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
497,578,2017-12-03 01:13:47,2.1,13,,36.75,128.82,경북 안동시 북북동쪽 22km 지역
499,576,2017-12-01 16:23:48,2.7,8,,33.24,127.32,제주 서귀포시 성산 동남동쪽 44km 해역
500,575,2017-12-01 08:03:26,2.4,7,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
501,574,2017-11-26 03:13:48,2.9,13,,36.69,124.65,충남 태안군 서격렬비도 서쪽 79km 해역
502,573,2017-11-25 14:10:41,2.3,8,,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
503,572,2017-11-25 12:51:11,2.0,8,,36.10,129.35,경북 포항시 북구 북쪽 7km 지역
504,571,2017-11-24 21:27:25,2.3,13,,34.05,125.57,전남 신안군 흑산면 남쪽 68km 해역
505,570,2017-11-24 01:17:27,2.3,8,,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
506,569,2017-11-24 00:29:56,2.6,-,,37.23,125.04,인천 옹진군 연평도 남서쪽 76km 해역
507,568,2017-11-23 23:27:05,2.3,14,,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
508,567,2017-11-22 22:15:41,2.0,8,,36.12,129.35,경북 포항시 북구 북쪽 9km 지역
509,566,2017-11-22 12:41:46,2.5,8,,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
510,565,2017-11-21 09:53:01,2.4,-,,36.11,129.33,경북 포항시 북구 북북서쪽 8km 지역
511,564,2017-11-21 08:57:29,2.1,9,,36.09,129.34,경북 포항시 북구 북북서쪽 5km 지역
512,563,2017-11-21 05:58:34,2.0,13,,36.09,129.35,경북 포항시 북구 북쪽 6km 지역
513,562,2017-11-20 06:05:15,3.6,12,,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
514,561,2017-11-19 23:45:47,3.5,9,,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
515,560,2017-11-19 06:40:59,2.2,11,,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
516,559,2017-11-19 05:07:05,2.1,8,,36.12,129.38,경북 포항시 북구 북쪽 9km 지역
517,558,2017-11-19 03:33:31,2.4,12,,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
518,557,2017-11-19 01:18:38,2.0,8,,36.11,129.34,경북 포항시 북구 북북서쪽 8km 지역
519,556,2017-11-17 18:57:15,2.6,12,,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
520,555,2017-11-17 08:25:50,2.1,11,,36.12,129.37,경북 포항시 북구 북쪽 8km지역
521,554,2017-11-17 01:17:01,2.1,11,,36.08,129.33,경북 포항시 북구 북북서쪽 6km지역
522,553,2017-11-16 19:05:05,2.4,9,,36.12,129.36,경북 포항시 북구 북쪽 9km지역
523,552,2017-11-16 17:32:49,2.2,8,,36.12,129.36,경북 포항시 북구 북쪽 9km지역
524,551,2017-11-16 17:31:21,2.0,8,,36.11,129.37,경북 포항시 북구 북쪽 7km지역
525,550,2017-11-16 16:48:31,2.4,12,,36.12,129.36,경북 포항시 북구 북쪽 8km 지역
526,549,2017-11-16 14:31:09,2.0,10,,36.10,129.34,경북 포항시 북구 북북서쪽 7km 지역
527,548,2017-11-16 14:04:04,2.3,7,,36.13,129.37,경북 포항시 북구 북쪽 10km 지역
528,547,2017-11-16 10:37:34,2.3,11,,36.10,129.35,경북 포항시 북구 북북서쪽 6km 지역
529,546,2017-11-16 09:47:28,2.1,11,,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
530,545,2017-11-16 09:02:42,3.6,8,,36.12,129.37,경북 포항시 북구 북쪽 8km 지역
531,544,2017-11-16 05:54:11,2.5,10,,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
532,543,2017-11-16 05:03:37,2.0,8,,36.08,129.34,경북 포항시 북구 북북서쪽 5km 지역
533,542,2017-11-16 02:37:43,2.3,8,,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
534,541,2017-11-16 01:36:05,2.5,13,,36.14,129.36,경북 포항시 북구 북쪽 10km 지역
535,540,2017-11-16 01:23:12,2.1,11,,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
536,539,2017-11-16 00:38:14,2.0,9,,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
537,538,2017-11-16 00:21:53,2.4,8,,36.14,129.35,경북 포항시 북구 북쪽 10km 지역
538,537,2017-11-15 23:18:07,2.1,10,,36.13,129.38,경북 포항시 북구 북쪽 10km 지역
539,536,2017-11-15 23:05:16,2.0,12,,36.10,129.36,경북 포항시 북구 북쪽 6km 지역
540,535,2017-11-15 22:43:12,2.1,10,,36.10,129.36,경북 포항시 북구 북쪽 7km 지역
541,534,2017-11-15 22:24:30,2.1,7,,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
542,533,2017-11-15 21:59:27,2.1,7,,36.14,129.36,경북 포항시 북구 북쪽 10km 지역
543,532,2017-11-15 21:35:25,2.0,10,,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
544,531,2017-11-15 20:54:25,2.4,10,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
545,530,2017-11-15 18:59:38,2.1,9,,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
546,529,2017-11-15 18:58:26,2.2,8,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
547,528,2017-11-15 18:57:36,2.3,8,,36.11,129.35,경북 포항시 북구 북북서쪽 8km 지역
548,527,2017-11-15 18:51:33,2.0,11,,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
549,526,2017-11-15 18:48:23,2.1,5,,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
550,525,2017-11-15 18:41:46,2.1,11,,36.09,129.32,경북 포항시 북구 북서쪽 6km 지역
551,524,2017-11-15 17:42:53,2.2,10,,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
552,523,2017-11-15 17:11:10,2.8,-,,36.08,129.31,경북 포항시 북구 북서쪽 7km 지역
553,522,2017-11-15 16:57:53,2.2,7,,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
554,521,2017-11-15 16:49:30,4.3,10,,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
555,520,2017-11-15 16:18:36,2.0,6,,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
556,519,2017-11-15 16:16:17,2.4,8,,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
557,518,2017-11-15 16:11:00,2.9,12,,36.13,129.36,경북 포항시 북구 북쪽 10km 지역
558,517,2017-11-15 15:55:00,2.2,10,,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
559,516,2017-11-15 15:36:19,2.3,7,,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
