,번호,발생시각,규모,깊이(km),최대진도,위도,경도,위치
560,515,2017-11-15 15:23:50,2.6,11,,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
561,514,2017-11-15 15:19:46,2.4,11,,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
562,513,2017-11-15 15:14:59,2.5,9,,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
563,512,2017-11-15 15:09:49,3.5,8,,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
564,511,2017-11-15 15:00:54,2.9,8,,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
565,510,2017-11-15 14:58:19,2.9,-,,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
566,509,2017-11-15 14:56:32,2.8,12,,36.10,129.35,경북 포항시 북구 북북서쪽 7km 지역
567,508,2017-11-15 14:52:55,2.4,9,,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
568,507,2017-11-15 14:50:05,2.4,8,,36.10,129.36,경북 포항시 북구 북쪽 6km 지역
569,506,2017-11-15 14:46:00,2.5,6,,36.12,129.39,경북 포항시 북구 북북동쪽 9km 지역
570,505,2017-11-15 14:32:59,3.6,8,,36.10,129.36,경북 포항시 북구 북쪽 7km 지역
571,504,2017-11-15 14:29:31,5.4,7,,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
572,503,2017-11-15 14:22:44,2.6,-,,36.08,129.31,경북 포항시 북구 북서쪽 7km 지역
573,502,2017-11-15 14:22:32,2.2,8,,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
574,501,2017-11-14 02:17:56,2.7,-,,37.29,124.82,인천 백령도 남쪽 75km 해역
575,500,2017-11-11 17:18:51,2.2,18,,34.84,127.46,전남 순천시 남남서쪽 13km 해역
576,499,2017-11-09 13:29:42,2.0,16,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
577,498,2017-11-08 17:52:49,2.0,9,,35.16,128.57,경남 창원 마산합포구 남쪽 4km 지역
578,497,2017-11-08 09:35:18,2.5,13,,33.05,126.20,제주 제주시 고산 남쪽 28km 해역
579,496,2017-10-30 11:02:10,2.1,10,,36.42,126.48,충남 보령시 북서쪽 15km 해역
580,495,2017-10-29 02:14:56,2.2,12,,34.39,127.34,전남 고흥군 남남동쪽 25km 해역
581,494,2017-10-21 13:11:20,2.7,12,,33.63,126.05,제주 제주시 고산 북북서쪽 39km 해역
583,492,2017-10-20 06:41:59,2.0,13,,35.90,127.54,전북 진안군 북동쪽 15km 지역
584,491,2017-10-18 04:56:03,2.6,16,,36.59,129.45,경북 영덕군 북북동쪽 20km 해역
585,490,2017-10-16 15:51:15,2.5,14,,35.79,129.19,경북 경주시 남남서쪽 6km 지역
586,489,2017-10-16 06:08:45,2.8,18,,33.86,125.30,전남 신안군 흑산면 남쪽 89km 해역
588,487,2017-10-08 12:18:28,2.8,16,,34.84,127.25,전남 보성군 동북동쪽 17km 지역
589,486,2017-10-04 12:10:31,2.1,11,,36.16,127.13,충남 논산시 남동쪽 4km 지역
590,485,2017-10-04 02:11:48,2.4,22,,35.56,129.88,울산 동구 동쪽 42km 해역
591,484,2017-09-30 15:34:31,2.5,18,,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
594,481,2017-09-16 01:34:06,2.2,19,,34.25,127.13,전남 여수시 거문도 북서쪽 29km 해역
595,480,2017-09-11 17:25:57,3.2,-,,35.29,124.16,전남 신안군 흑산면 서북서쪽 139km 해역
596,479,2017-09-07 14:58:07,2.9,19,,37.60,125.34,인천 옹진군 연평도 서남서쪽 33km 해역
597,478,2017-09-01 05:57:30,2.1,18,,36.42,127.21,충남 공주시 동남동쪽 9km 지역
598,477,2017-08-29 22:06:49,2.4,7,,35.31,125.36,전남 영광군 안마도 서쪽 61km 해역
602,473,2017-08-09 13:53:43,2.7,12,,33.87,125.52,전남 신안군 흑산면 남쪽 87km 해역
604,471,2017-07-20 14:38:47,2.0,11,,37.39,129.54,강원 삼척시 동남동쪽 33km 해역
605,470,2017-07-19 10:23:35,2.2,28,,33.77,126.12,제주 제주시 북서쪽 48km 해역
606,469,2017-07-18 10:31:05,2.7,16,,37.69,126.19,인천 강화군 서남서쪽 27km 해역
607,468,2017-07-09 03:43:48,2.1,18,,33.51,125.73,제주 제주시 고산 서북서쪽 47km 해역
609,466,2017-07-06 06:00:26,2.4,6,,36.00,127.94,경북 김천시 남서쪽 22km 지역
610,465,2017-07-05 19:17:30,2.5,5,,35.99,127.97,경북 김천시 남서쪽 21km 지역
612,463,2017-06-27 20:17:18,2.0,15,,35.77,129.20,경북 경주시 남남서쪽 8km 지역
613,462,2017-06-20 11:02:37,2.0,12,,35.85,129.08,경북 경주시 서쪽 12km 지역
614,461,2017-06-17 14:30:09,2.3,21,,33.38,127.21,제주 서귀포시 성산 동쪽 30km 해역
615,460,2017-06-15 16:56:24,2.4,13,,36.54,125.07,충남 태안군 서격렬비도 서쪽 42km 해역
617,458,2017-06-13 08:01:51,2.1,17,,35.74,129.18,경북 경주시 남남서쪽 11km 지역
618,457,2017-06-11 20:31:52,2.5,14,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
619,456,2017-06-11 18:16:53,2.0,12,,37.28,129.21,강원 삼척시 남남동쪽 19km 지역
620,455,2017-06-04 05:16:11,2.1,18,,36.83,128.10,충북 충주시 남동쪽 24km 지역
621,454,2017-05-28 15:47:38,2.7,21,,35.67,129.56,울산 북구 동북동쪽 20km 해역
622,453,2017-05-25 11:20:07,3.0,24,,36.96,124.40,충남 태안군 서격렬비도 서북서쪽 109km 해역
623,452,2017-05-20 22:29:33,2.9,15,,37.73,129.62,강원 동해시 동북동쪽 50km 해역
624,451,2017-05-20 16:29:02,2.0,12,,35.92,128.27,경북 성주군 북서쪽 1km 지역
625,450,2017-05-16 23:29:02,2.2,6,,36.60,128.92,경북 안동시 동북동쪽 17km 지역
626,449,2017-05-16 20:06:49,2.1,-,,36.85,124.55,충남 태안군 서격렬비도 서북서쪽 92km 해역
627,448,2017-05-13 18:37:23,2.8,15,,36.61,129.44,경북 영덕군 북북동쪽 23km 해역
628,447,2017-05-10 22:31:14,2.1,16,,36.61,129.45,경북 영덕군 북북동쪽 23km 해역
629,446,2017-05-10 14:06:47,2.5,19,,35.88,126.19,전북 부안군 위도 북북서쪽 32km 해역
630,445,2017-05-05 23:16:21,3.0,11,,35.32,127.43,전남 구례군 북북서쪽 13km 지역
631,444,2017-05-05 00:02:55,2.0,15,,36.73,128.10,경북 문경시 북북서쪽 18km 지역
632,443,2017-05-04 21:46:23,2.4,14,,36.74,128.10,경북 문경시 북북서쪽 18km 지역
633,442,2017-05-04 01:08:27,2.6,16,,36.61,129.44,경북 영덕군 북북동쪽 22km 해역
634,441,2017-04-28 11:19:23,2.1,13,,36.60,128.81,경북 안동시 동북동쪽 8km 지역
635,440,2017-04-28 05:54:29,2.4,5,,33.33,127.85,제주 서귀포시 성산 동쪽 90km 해역
636,439,2017-04-20 16:00:21,3.2,-,,33.77,127.28,전남 여수시 거문도 남쪽 29km 해역
637,438,2017-04-18 17:36:38,2.1,12,,35.50,128.88,경남 밀양시 동쪽 12km 지역
638,437,2017-04-18 01:17:44,2.0,16,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
639,436,2017-04-16 21:39:21,2.2,6,,36.70,125.18,충남 태안군 서격렬비도 서북서쪽 33km 해역
640,435,2017-04-15 17:16:47,2.0,8,,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
641,434,2017-04-15 11:31:13,3.1,13,,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
642,433,2017-04-15 05:41:52,2.2,15,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
643,432,2017-04-10 04:02:49,2.3,17,,35.16,128.77,경남 창원시 진해구 동북동쪽 6km 지역
645,430,2017-04-09 01:45:53,2.1,13,,35.76,129.20,경북 경주시 남쪽 9km 지역
647,428,2017-04-08 18:20:49,2.7,11,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
648,427,2017-04-07 00:04:09,2.0,-,,35.97,127.80,전북 무주군 동남동쪽 13km 지역
649,426,2017-04-04 23:25:52,2.2,21,,35.67,129.85,울산 동구 동북동쪽 43km 해역
650,425,2017-04-01 16:04:16,2.2,16,,35.78,129.20,경북 경주시 남남서쪽 7km 지역
651,424,2017-03-31 13:53:28,2.5,15,,35.78,129.20,경북 경주시 남남서쪽 6km 지역
652,423,2017-03-31 13:46:09,3.3,17,,35.78,129.20,경북 경주시 남남서쪽 7km 지역
653,422,2017-03-30 21:49:53,2.0,17,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
654,421,2017-03-28 15:45:38,2.0,16,,35.79,129.20,경북 경주시 남남서쪽 5km 지역
655,420,2017-03-28 00:48:39,2.2,-,,37.17,125.48,인천 옹진군 연평도 남남서쪽 58km 해역
656,419,2017-03-27 09:28:26,2.0,9,,35.21,126.95,광주 북구 북동쪽 5km 지역
658,417,2017-03-19 03:01:14,2.9,14,,33.32,127.18,제주 서귀포시 성산 동남동쪽 29km 해역
659,416,2017-03-14 05:41:43,2.1,22,,34.64,127.78,전남 여수시 남동쪽 17km 지역
660,415,2017-03-09 02:24:31,2.0,22,,35.82,129.78,경북 포항시 남구 동남동쪽 43km 해역
661,414,2017-03-07 06:53:36,2.6,-,,37.75,129.71,강원 동해시 동북동쪽 58km 해역
662,413,2017-03-07 03:48:07,2.2,20,,36.30,128.23,경북 구미시 북북서쪽 23km 지역
663,412,2017-03-06 06:21:33,2.0,-,,35.75,126.10,전북 부안군 위도 북서쪽 24km 해역
664,411,2017-03-05 19:19:07,2.1,7,,37.77,129.70,강원 동해시 동북동쪽 58km 해역
665,410,2017-03-05 15:09:40,2.1,9,,37.72,129.59,강원 동해시 동북동쪽 47km 해역
666,409,2017-03-05 09:28:49,2.4,8,,37.74,129.69,강원 동해시 동북동쪽 56km 해역
667,408,2017-03-05 09:18:27,3.2,13,,37.75,129.66,강원 동해시 동북동쪽 54km 해역
668,407,2017-03-05 07:52:04,2.4,17,,35.75,129.17,경북 경주시 남남서쪽 11km 지역
669,406,2017-03-04 06:33:12,2.3,7,,35.99,127.95,경북 김천시 남서쪽 22km 지역
670,405,2017-02-25 06:59:07,2.4,15,,35.74,129.18,경북 경주시 남남서쪽 11km 지역
671,404,2017-02-25 06:58:44,2.2,19,,35.74,129.17,경북 경주시 남남서쪽 12km 지역
673,402,2017-02-24 11:34:44,2.3,14,,36.38,127.79,충북 옥천군 동북동쪽 21km 지역
674,401,2017-02-23 21:03:51,3.1,7,,37.40,124.89,인천 백령도 남남동쪽 64km 해역
675,400,2017-02-22 13:08:50,2.1,14,,35.77,129.18,경북 경주시 남남서쪽 8km 지역
676,399,2017-02-21 03:21:11,2.1,14,,35.76,129.20,경북 경주시 남쪽 9km 지역
677,398,2017-02-18 20:58:19,2.4,17,,35.23,126.94,광주 북구 북북동쪽 7km 지역
678,397,2017-02-18 16:53:49,2.0,15,,33.23,126.18,제주 서귀포시 서쪽 35km 해역
679,396,2017-02-16 18:20:19,2.3,17,,35.64,128.09,경남 합천군 북서쪽 11km 지역
680,395,2017-02-16 02:34:56,2.9,15,,35.78,129.20,경북 경주시 남남서쪽 7km 지역
681,394,2017-02-12 09:22:27,2.3,22,,35.69,129.58,울산 북구 동북동쪽 23km 해역
683,392,2017-02-10 05:22:41,2.2,20,,35.65,129.57,울산 북구 동북동쪽 20km 해역
685,390,2017-02-05 19:07:29,2.5,21,,33.61,126.73,제주 제주시 동북동쪽 22km 해역
687,388,2017-01-26 22:53:38,2.0,-,,33.54,126.87,제주 제주시 동쪽 32km 해역
688,387,2017-01-24 04:07:56,2.6,16,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
689,386,2017-01-21 03:27:38,2.6,15,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
690,385,2017-01-18 12:49:53,2.5,-,,35.02,125.06,전남 신안군 흑산면 북서쪽 56km 해역
692,383,2017-01-16 19:54:13,2.1,20,,36.33,126.59,충남 보령시 서쪽 2km 지역
693,382,2017-01-16 06:57:31,2.7,21,,33.64,127.51,전남 여수시 거문도 남남동쪽 47km 해역
694,381,2017-01-14 11:52:55,2.2,10,,35.17,127.79,경남 하동군 북북동쪽 12km 지역
695,380,2017-01-11 00:10:05,2.1,20,,36.44,128.42,경북 의성군 서북서쪽 27km 지역
697,378,2017-01-06 05:33:23,2.2,12,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
698,377,2017-01-06 05:31:13,3.3,12,,35.75,129.17,경북 경주시 남남서쪽 11km 지역
699,376,2017-01-04 05:00:47,2.5,18,,36.58,129.24,경북 영덕군 북북서쪽 22km 지역
702,373,2016-12-29 21:32:25,2.3,9,,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
704,371,2016-12-25 06:29:09,2.5,11,,35.78,129.31,경북 경주시 남동쪽 11km 지역
705,370,2016-12-25 01:59:43,2.4,17,,35.25,129.39,부산 기장군 동쪽 15km 해역
706,369,2016-12-23 05:31:32,2.2,10,,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
707,368,2016-12-22 21:13:32,2.2,18,,34.45,128.54,경남 통영시 매물도 남쪽 22km 해역
708,367,2016-12-15 17:14:53,2.1,14,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
709,366,2016-12-14 17:20:34,3.3,12,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
710,365,2016-12-14 10:05:28,2.1,12,,36.54,128.08,경북 상주시 북북서쪽 16km 지역
711,364,2016-12-12 17:53:17,3.3,16,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
712,363,2016-12-12 04:46:32,2.2,13,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
713,362,2016-12-11 16:05:36,2.6,14,,36.07,125.57,충남 태안군 서격렬비도 남쪽 59km 해역
714,361,2016-12-10 15:51:54,2.0,12,,37.63,129.68,강원 삼척시 동북동쪽 50km 해역
715,360,2016-12-10 00:51:13,2.1,18,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
716,359,2016-12-09 11:30:45,2.4,8,,35.69,129.36,경북 경주시 남동쪽 21km 지역
717,358,2016-12-07 22:34:14,2.4,-,,37.18,125.48,인천 옹진군 연평도 남남서쪽 57km 해역
718,357,2016-12-05 07:42:21,2.1,21,,35.81,129.72,경북 포항시 남구 남동쪽 39km 해역
719,356,2016-12-05 00:47:03,2.1,14,,35.77,129.18,경북 경주시 남남서쪽 8km 지역
720,355,2016-12-02 04:45:42,2.1,14,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
721,354,2016-11-29 10:09:22,2.9,17,,33.40,125.72,제주 제주시 고산 서북서쪽 43km 해역
723,352,2016-11-28 20:57:26,2.4,18,,35.77,129.19,경북 경주시 남남서쪽 8km 지역
724,351,2016-11-27 20:08:46,2.2,12,,36.02,127.39,충남 금산군 남서쪽 13km 지역
725,350,2016-11-27 06:53:12,2.5,10,,36.34,127.33,대전 유성구 남서쪽 3km 지역
726,349,2016-11-25 18:53:58,2.3,14,,35.75,129.17,경북 경주시 남남서쪽 11km 지역
727,348,2016-11-19 03:29:02,2.1,14,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
728,347,2016-11-18 02:02:35,2.0,13,,35.51,128.09,경남 합천군 남서쪽 9km 지역
729,346,2016-11-16 23:15:44,2.1,6,,34.86,125.08,전남 신안군 흑산면 서북서쪽 43km 해역
730,345,2016-11-15 16:27:40,2.0,18,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
732,343,2016-11-13 21:52:57,3.5,10,,36.36,126.63,충남 보령시 북북동쪽 4km 지역
734,341,2016-11-10 22:37:52,2.5,18,,36.46,129.89,경북 영덕군 동쪽 47km 해역
735,340,2016-11-09 20:55:44,2.3,20,,36.55,129.60,경북 영덕군 북동쪽 26km 해역
736,339,2016-11-06 06:26:22,3.5,12,,33.76,125.07,전남 신안군 흑산면 남남서쪽 106km 해역
737,338,2016-11-03 23:35:52,2.6,16,,35.32,128.49,경남 함안군 북동쪽 9km 지역
738,337,2016-11-03 10:36:23,2.3,11,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
739,336,2016-11-03 10:02:26,2.3,18,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
740,335,2016-11-03 03:46:06,2.1,14,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
741,334,2016-11-02 03:01:43,2.3,10,,33.53,126.88,제주 제주시 동쪽 33km 지역
742,333,2016-10-25 19:57:37,2.4,8,,35.70,129.37,경북 경주시 남동쪽 21km 지역
743,332,2016-10-25 03:23:06,2.0,15,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
744,331,2016-10-24 09:02:01,2.2,7,,37.25,127.02,경기 수원시 권선구 동쪽 4km 지역
745,330,2016-10-23 03:00:04,2.7,14,,35.78,129.20,경북 경주시 남남서쪽 7km 지역
746,329,2016-10-21 12:47:49,2.6,12,,35.75,129.17,경북 경주시 남남서쪽 11km 지역
747,328,2016-10-21 10:13:53,2.2,14,,36.46,126.87,충남 청양군 동쪽 6km 지역
748,327,2016-10-20 12:17:07,2.4,15,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
749,326,2016-10-15 23:49:08,2.2,12,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
750,325,2016-10-15 18:55:18,2.5,16,,35.74,129.18,경북 경주시 남남서쪽 11km 지역
751,324,2016-10-14 08:20:58,2.3,15,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
752,323,2016-10-12 00:29:36,2.9,18,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
753,322,2016-10-10 22:59:10,3.3,17,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
754,321,2016-10-09 14:03:00,2.2,11,,35.08,126.93,광주 동구 남쪽 7km 지역
755,320,2016-10-07 17:17:58,2.2,16,,35.77,129.23,경북 경주시 남쪽 10km 지역
757,318,2016-10-04 15:16:44,2.6,15,,35.76,129.19,경북 경주시 남남서쪽9km 지역
758,317,2016-10-02 20:53:07,3.0,18,,35.75,129.19,경북 경주시 남남서쪽10km 지역
759,316,2016-10-01 17:00:34,2.3,15,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
760,315,2016-10-01 13:04:16,2.0,15,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
761,314,2016-09-30 21:52:49,2.2,15,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
762,313,2016-09-30 18:06:36,2.3,16,,35.76,129.16,경북 경주시 남남서쪽 10km 지역
763,312,2016-09-30 16:24:16,2.0,17,,35.77,129.16,경북 경주시 남남서쪽 9km 지역
764,311,2016-09-30 11:09:47,2.1,15,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
765,310,2016-09-28 21:10:34,2.7,15,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
768,307,2016-09-28 16:34:30,3.1,13,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
769,306,2016-09-24 19:56:21,2.5,15,,35.79,129.19,경북 경주시 남남서쪽 6km 지역
770,305,2016-09-23 18:21:42,2.1,17,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
771,304,2016-09-22 03:22:32,2.1,14,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
772,303,2016-09-22 00:01:30,2.3,16,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
773,302,2016-09-21 11:53:54,3.5,18,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
774,301,2016-09-21 11:36:41,2.2,16,,35.78,129.15,경북 경주시 남서쪽 9km 지역
775,300,2016-09-21 03:36:51,2.9,14,,35.77,129.18,경북 경주시 남남서쪽 8km 지역
776,299,2016-09-21 00:59:11,2.1,17,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
777,298,2016-09-20 20:03:27,2.1,17,,35.77,129.19,경북 경주시 남남서쪽 8km 지역
779,296,2016-09-20 09:58:17,2.4,19,,35.76,129.20,경북 경주시 남쪽 9km 지역
780,295,2016-09-19 21:00:51,2.1,18,,35.75,129.17,경북 경주시 남남서쪽 11km 지역
781,294,2016-09-19 20:33:58,4.5,14,,35.74,129.18,경북 경주시 남남서쪽 11km 지역
782,293,2016-09-19 09:17:59,2.1,17,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
783,292,2016-09-18 22:38:07,2.0,14,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
784,291,2016-09-18 16:27:54,2.4,16,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
785,290,2016-09-17 16:21:58,2.1,18,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
786,289,2016-09-17 07:12:56,2.1,17,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
787,288,2016-09-16 21:14:24,2.2,18,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
788,287,2016-09-16 19:54:46,2.1,13,,35.74,129.17,경북 경주시 남남서쪽 12km 지역
789,286,2016-09-16 19:15:46,2.0,16,,35.76,129.18,경북 경주시 남남서쪽 10km 지역
790,285,2016-09-16 18:58:31,2.0,19,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
791,284,2016-09-16 15:13:18,2.3,16,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
792,283,2016-09-16 05:31:09,2.2,18,,35.78,129.19,경북 경주시 남남서쪽 7km 지역
793,282,2016-09-15 20:48:25,2.6,19,,35.76,129.19,경북 경주시 남남서쪽 9km 지역
794,281,2016-09-15 19:47:25,2.2,20,,35.77,129.19,경북 경주시 남남서쪽 8km 지역
795,280,2016-09-15 03:22:28,2.7,18,,35.76,129.18,경북 경주시 남쪽 9km 지역
796,279,2016-09-14 22:31:31,2.4,18,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
797,278,2016-09-14 17:27:14,2.3,18,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
798,277,2016-09-14 16:47:16,2.1,17,,35.77,129.18,경북 경주시 남남서쪽 8km 지역
799,276,2016-09-14 12:38:10,2.2,18,,35.78,129.19,경북 경주시 남남서쪽 7km 지역
800,275,2016-09-14 11:57:32,2.4,15,,33.93,126.62,전남 완도군 남남서쪽 44km 해역
801,274,2016-09-14 04:43:47,2.1,17,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
802,273,2016-09-14 03:55:17,2.4,19,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
803,272,2016-09-14 01:37:02,2.1,17,,35.77,129.18,경북 경주시 남남서쪽 8km 지역
804,271,2016-09-14 00:48:41,3.0,13,,35.75,129.18,경북 경주시 남남서쪽 11km 지역
805,270,2016-09-13 23:08:28,2.3,14,,35.73,129.36,경북 경주시 남동쪽 18km 지역
806,269,2016-09-13 21:49:09,2.1,16,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
807,268,2016-09-13 18:54:03,2.1,18,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
808,267,2016-09-13 17:15:37,2.0,17,,35.77,129.18,경북 경주시 남남서쪽 9km 지역
809,266,2016-09-13 16:52:11,2.5,19,,35.75,129.18,경북 경주시 남남서쪽 10km 지역
810,265,2016-09-13 16:21:33,2.0,18,,35.75,129.17,경북 경주시 남남서쪽 10km 지역
811,264,2016-09-13 16:02:48,2.5,17,,35.76,129.20,경북 경주시 남쪽 9km 지역
812,263,2016-09-13 14:41:41,2.1,16,,35.76,129.17,경북 경주시 남남서쪽 10km 지역
813,262,2016-09-13 14:31:42,3.0,14,,35.76,129.18,경북 경주시 남남서쪽 9km 지역
814,261,2016-09-13 13:18:08,2.1,16,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
815,260,2016-09-13 13:16:04,2.4,16,,35.77,129.17,경북 경주시 남남서쪽 9km 지역
